"","date","party","vote_share"
"795","2022-01-10","Vox",12.37
"796","2022-01-11","Vox",12.37
"797","2022-01-12","Vox",12.37
"798","2022-01-13","Vox",12.37
"799","2022-01-14","Vox",12.55
"800","2022-01-15","Vox",12.55
"801","2022-01-16","Vox",12.71
"802","2022-01-17","Vox",12.71
"803","2022-01-18","Vox",12.79
"804","2022-01-19","Vox",12.71
"805","2022-01-20","Vox",12.71
"806","2022-01-21","Vox",12.85
"807","2022-01-21","Vox",12.85
"808","2022-01-22","Vox",11.87
"809","2022-01-23","Vox",12.01
"810","2022-01-24","Vox",12.3
"811","2022-01-25","Vox",13.35
"812","2022-01-25","Vox",13.35
"813","2022-01-25","Vox",13.35
"814","2022-01-26","Vox",13.35
"815","2022-01-27","Vox",13.36
"816","2022-01-28","Vox",13.31
"817","2022-01-29","Vox",13.32
"818","2022-01-30","Vox",13.44
"819","2022-01-31","Vox",13.32
"820","2022-01-31","Vox",13.32
"821","2022-02-01","Vox",13.36
"822","2022-02-01","Vox",13.36
"823","2022-02-02","Vox",13.13
"824","2022-02-02","Vox",13.13
"825","2022-02-02","Vox",13.13
"826","2022-02-03","Vox",13.22
"827","2022-02-03","Vox",13.22
"828","2022-02-03","Vox",13.22
"829","2022-02-04","Vox",13.45
"830","2022-02-04","Vox",13.45
"831","2022-02-05","Vox",13.47
"832","2022-02-06","Vox",13.56
"833","2022-02-07","Vox",13.56
"834","2021-10-25","XAV",0.6
"835","2021-10-26","XAV",0.6
"836","2021-10-27","XAV",0.6
"837","2021-10-28","XAV",0.6
"838","2021-10-29","XAV",0.6
"839","2021-10-30","XAV",0.6
"840","2021-10-31","XAV",0.6
"841","2021-11-01","XAV",0.6
"842","2021-11-02","XAV",0.6
"843","2021-11-03","XAV",0.6
"844","2021-11-04","XAV",0.6
"845","2021-11-05","XAV",0.6
"846","2021-11-06","XAV",0.6
"847","2021-11-07","XAV",0.6
"848","2021-11-08","XAV",0.6
"849","2021-11-09","XAV",0.6
"850","2021-11-10","XAV",0.6
"851","2021-11-11","XAV",0.6
"852","2021-11-12","XAV",0.8
"853","2021-11-13","XAV",0.8
"854","2021-11-14","XAV",0.8
"855","2021-11-15","XAV",0.8
"856","2021-11-16","XAV",0.8
"857","2021-11-17","XAV",0.8
"858","2021-11-18","XAV",0.8
"859","2021-11-19","XAV",0.8
"860","2021-11-20","XAV",0.8
"861","2021-11-21","XAV",0.8
"862","2021-11-22","XAV",0.8
"863","2021-11-23","XAV",0.8
"864","2021-11-24","XAV",0.8
"865","2021-11-25","XAV",0.8
"866","2021-11-26","XAV",0.8
"867","2021-11-27","XAV",0.8
"868","2021-11-28","XAV",0.8
"869","2021-11-29","XAV",0.8
"870","2021-11-30","XAV",0.8
"871","2021-12-01","XAV",0.8
"872","2021-12-02","XAV",0.8
"873","2021-12-03","XAV",0.8
"874","2021-12-04","XAV",0.8
"875","2021-12-05","XAV",0.8
"876","2021-12-06","XAV",0.8
"877","2021-12-07","XAV",0.8
"878","2021-12-08","XAV",0.8
"879","2021-12-09","XAV",0.81
"880","2021-12-10","XAV",0.81
"881","2021-12-11","XAV",0.81
"882","2021-12-12","XAV",0.81
"883","2021-12-13","XAV",0.81
"884","2021-12-14","XAV",0.81
"885","2021-12-15","XAV",0.66
"886","2021-12-16","XAV",0.66
"887","2021-12-17","XAV",0.66
"888","2021-12-18","XAV",0.66
"889","2021-12-19","XAV",0.66
"890","2021-12-20","XAV",0.78
"891","2021-12-20","XAV",0.78
"892","2021-12-21","XAV",0.7
"893","2021-12-22","XAV",0.65
"894","2021-12-23","XAV",0.7
"895","2021-12-23","XAV",0.7
"896","2021-12-23","XAV",0.7
"897","2021-12-24","XAV",0.7
"898","2021-12-25","XAV",0.7
"899","2021-12-26","XAV",0.72
"900","2021-12-27","XAV",0.72
"901","2021-12-28","XAV",0.72
"902","2021-12-29","XAV",0.72
"903","2021-12-30","XAV",0.72
"904","2021-12-31","XAV",0.72
"905","2022-01-01","XAV",0.72
"906","2022-01-02","XAV",0.73
"907","2022-01-03","XAV",0.73
"908","2022-01-04","XAV",0.73
"909","2022-01-05","XAV",0.73
"910","2022-01-06","XAV",0.73
"911","2022-01-07","XAV",0.76
"912","2022-01-08","XAV",0.76
"913","2022-01-09","XAV",0.75
"914","2022-01-10","XAV",0.76
"915","2022-01-11","XAV",0.76
"916","2022-01-12","XAV",0.76
"917","2022-01-13","XAV",0.76
"918","2022-01-14","XAV",0.7
"919","2022-01-15","XAV",0.7
"920","2022-01-16","XAV",0.69
"921","2022-01-17","XAV",0.69
"922","2022-01-18","XAV",0.69
"923","2022-01-19","XAV",0.71
"924","2022-01-20","XAV",0.71
"925","2022-01-21","XAV",0.73
"926","2022-01-21","XAV",0.73
"927","2022-01-22","XAV",0.86
"928","2022-01-23","XAV",0.85
"929","2022-01-24","XAV",0.91
"930","2022-01-25","XAV",0.87
"931","2022-01-25","XAV",0.87
"932","2022-01-25","XAV",0.87
"933","2022-01-26","XAV",0.87
"934","2022-01-27","XAV",0.87
"935","2022-01-28","XAV",0.85
"936","2022-01-29","XAV",0.85
"937","2022-01-30","XAV",0.84
"938","2022-01-31","XAV",0.94
"939","2022-01-31","XAV",0.94
"940","2022-02-01","XAV",0.92
"941","2022-02-01","XAV",0.92
"942","2022-02-02","XAV",0.98
"943","2022-02-02","XAV",0.98
"944","2022-02-02","XAV",0.98
"945","2022-02-03","XAV",1.01
"946","2022-02-03","XAV",1.01
"947","2022-02-03","XAV",1.01
"948","2022-02-04","XAV",1
"949","2022-02-04","XAV",1
"950","2022-02-05","XAV",0.98
"951","2022-02-06","XAV",0.97
"952","2022-02-07","XAV",0.97
"953","2021-10-25","Cs.min",3.47
"954","2021-10-26","Cs.min",3.48
"955","2021-10-27","Cs.min",3.48
"956","2021-10-28","Cs.min",3.48
"957","2021-10-29","Cs.min",3.48
"958","2021-10-30","Cs.min",3.48
"959","2021-10-31","Cs.min",3.49
"960","2021-11-01","Cs.min",3.49
"961","2021-11-02","Cs.min",3.49
"962","2021-11-03","Cs.min",3.49
"963","2021-11-04","Cs.min",3.49
"964","2021-11-05","Cs.min",3.5
"965","2021-11-06","Cs.min",3.5
"966","2021-11-07","Cs.min",3.5
"967","2021-11-08","Cs.min",3.5
"968","2021-11-09","Cs.min",3.5
"969","2021-11-10","Cs.min",3.5
"970","2021-11-11","Cs.min",3.51
"971","2021-11-12","Cs.min",4.35
"972","2021-11-13","Cs.min",4.36
"973","2021-11-14","Cs.min",4.36
"974","2021-11-15","Cs.min",4.36
"975","2021-11-16","Cs.min",4.36
"976","2021-11-17","Cs.min",4.36
"977","2021-11-18","Cs.min",4.36
"978","2021-11-19","Cs.min",4.37
"979","2021-11-20","Cs.min",4.37
"980","2021-11-21","Cs.min",4.37
"981","2021-11-22","Cs.min",4.37
"982","2021-11-23","Cs.min",4.37
"983","2021-11-24","Cs.min",4.38
"984","2021-11-25","Cs.min",4.38
"985","2021-11-26","Cs.min",4.38
"986","2021-11-27","Cs.min",4.38
"987","2021-11-28","Cs.min",4.38
"988","2021-11-29","Cs.min",4.39
"989","2021-11-30","Cs.min",4.39
"990","2021-12-01","Cs.min",4.39
"991","2021-12-02","Cs.min",4.39
"992","2021-12-03","Cs.min",4.39
"993","2021-12-04","Cs.min",4.4
"994","2021-12-05","Cs.min",4.4
"995","2021-12-06","Cs.min",4.4
"996","2021-12-07","Cs.min",4.4
"997","2021-12-08","Cs.min",4.4
"998","2021-12-09","Cs.min",4.41
"999","2021-12-10","Cs.min",4.41
"1000","2021-12-11","Cs.min",4.41
"1001","2021-12-12","Cs.min",4.41
"1002","2021-12-13","Cs.min",4.41
"1003","2021-12-14","Cs.min",4.41
"1004","2021-12-15","Cs.min",3.38
"1005","2021-12-16","Cs.min",3.38
"1006","2021-12-17","Cs.min",3.38
"1007","2021-12-18","Cs.min",3.39
"1008","2021-12-19","Cs.min",3.39
"1009","2021-12-20","Cs.min",3.5
"1010","2021-12-20","Cs.min",3.5
"1011","2021-12-21","Cs.min",3.42
"1012","2021-12-22","Cs.min",3.28
"1013","2021-12-23","Cs.min",3.31
"1014","2021-12-23","Cs.min",3.31
"1015","2021-12-23","Cs.min",3.31
"1016","2021-12-24","Cs.min",3.31
"1017","2021-12-25","Cs.min",3.31
"1018","2021-12-26","Cs.min",3.26
"1019","2021-12-27","Cs.min",3.26
"1020","2021-12-28","Cs.min",3.27
"1021","2021-12-29","Cs.min",3.27
"1022","2021-12-30","Cs.min",3.27
"1023","2021-12-31","Cs.min",3.27
"1024","2022-01-01","Cs.min",3.27
"1025","2022-01-02","Cs.min",3.23
"1026","2022-01-03","Cs.min",3.23
"1027","2022-01-04","Cs.min",3.23
"1028","2022-01-05","Cs.min",3.23
"1029","2022-01-06","Cs.min",3.24
"1030","2022-01-07","Cs.min",3.3
"1031","2022-01-08","Cs.min",3.3
"1032","2022-01-09","Cs.min",3.28
"1033","2022-01-10","Cs.min",3.28
"1034","2022-01-11","Cs.min",3.28
"1035","2022-01-12","Cs.min",3.29
"1036","2022-01-13","Cs.min",3.29
"1037","2022-01-14","Cs.min",2.79
"1038","2022-01-15","Cs.min",2.79
"1039","2022-01-16","Cs.min",2.8
"1040","2022-01-17","Cs.min",2.8
"1041","2022-01-18","Cs.min",2.81
"1042","2022-01-19","Cs.min",2.75
"1043","2022-01-20","Cs.min",2.75
"1044","2022-01-21","Cs.min",2.68
"1045","2022-01-21","Cs.min",2.68
"1046","2022-01-22","Cs.min",3.66
"1047","2022-01-23","Cs.min",3.65
"1048","2022-01-24","Cs.min",3.56
"1049","2022-01-25","Cs.min",2.9
"1050","2022-01-25","Cs.min",2.9
"1051","2022-01-25","Cs.min",2.9
"1052","2022-01-26","Cs.min",2.9
"1053","2022-01-27","Cs.min",2.91
"1054","2022-01-28","Cs.min",2.84
"1055","2022-01-29","Cs.min",2.84
"1056","2022-01-30","Cs.min",2.86
"1057","2022-01-31","Cs.min",3.17
"1058","2022-01-31","Cs.min",3.17
"1059","2022-02-01","Cs.min",3.15
"1060","2022-02-01","Cs.min",3.15
"1061","2022-02-02","Cs.min",3.61
"1062","2022-02-02","Cs.min",3.61
"1063","2022-02-02","Cs.min",3.61
"1064","2022-02-03","Cs.min",3.38
"1065","2022-02-03","Cs.min",3.38
"1066","2022-02-03","Cs.min",3.38
"1067","2022-02-04","Cs.min",3.3
"1068","2022-02-04","Cs.min",3.3
"1069","2022-02-05","Cs.min",3.33
"1070","2022-02-06","Cs.min",3.34
"1071","2022-02-07","Cs.min",3.34
"1072","2021-10-25","EV.min",NA
"1073","2021-10-26","EV.min",NA
"1074","2021-10-27","EV.min",NA
"1075","2021-10-28","EV.min",NA
"1076","2021-10-29","EV.min",NA
"1077","2021-10-30","EV.min",NA
"1078","2021-10-31","EV.min",NA
"1079","2021-11-01","EV.min",NA
"1080","2021-11-02","EV.min",NA
"1081","2021-11-03","EV.min",NA
"1082","2021-11-04","EV.min",NA
"1083","2021-11-05","EV.min",NA
"1084","2021-11-06","EV.min",NA
"1085","2021-11-07","EV.min",NA
"1086","2021-11-08","EV.min",NA
"1087","2021-11-09","EV.min",NA
"1088","2021-11-10","EV.min",NA
"1089","2021-11-11","EV.min",NA
"1090","2021-11-12","EV.min",NA
"1091","2021-11-13","EV.min",NA
"1092","2021-11-14","EV.min",NA
"1093","2021-11-15","EV.min",NA
"1094","2021-11-16","EV.min",NA
"1095","2021-11-17","EV.min",NA
"1096","2021-11-18","EV.min",NA
"1097","2021-11-19","EV.min",NA
"1098","2021-11-20","EV.min",NA
"1099","2021-11-21","EV.min",NA
"1100","2021-11-22","EV.min",NA
"1101","2021-11-23","EV.min",NA
"1102","2021-11-24","EV.min",NA
"1103","2021-11-25","EV.min",NA
"1104","2021-11-26","EV.min",NA
"1105","2021-11-27","EV.min",NA
"1106","2021-11-28","EV.min",NA
"1107","2021-11-29","EV.min",NA
"1108","2021-11-30","EV.min",NA
"1109","2021-12-01","EV.min",NA
"1110","2021-12-02","EV.min",NA
"1111","2021-12-03","EV.min",NA
"1112","2021-12-04","EV.min",NA
"1113","2021-12-05","EV.min",NA
"1114","2021-12-06","EV.min",NA
"1115","2021-12-07","EV.min",NA
"1116","2021-12-08","EV.min",NA
"1117","2021-12-09","EV.min",NA
"1118","2021-12-10","EV.min",NA
"1119","2021-12-11","EV.min",NA
"1120","2021-12-12","EV.min",NA
"1121","2021-12-13","EV.min",NA
"1122","2021-12-14","EV.min",NA
"1123","2021-12-15","EV.min",NA
"1124","2021-12-16","EV.min",NA
"1125","2021-12-17","EV.min",NA
"1126","2021-12-18","EV.min",NA
"1127","2021-12-19","EV.min",NA
"1128","2021-12-20","EV.min",0
"1129","2021-12-20","EV.min",0
"1130","2021-12-21","EV.min",0
"1131","2021-12-22","EV.min",0
"1132","2021-12-23","EV.min",0
"1133","2021-12-23","EV.min",0
"1134","2021-12-23","EV.min",0
"1135","2021-12-24","EV.min",0
"1136","2021-12-25","EV.min",0
"1137","2021-12-26","EV.min",0
"1138","2021-12-27","EV.min",0
"1139","2021-12-28","EV.min",0
"1140","2021-12-29","EV.min",0
"1141","2021-12-30","EV.min",0
"1142","2021-12-31","EV.min",0
"1143","2022-01-01","EV.min",0
"1144","2022-01-02","EV.min",0.42
"1145","2022-01-03","EV.min",0.43
"1146","2022-01-04","EV.min",0.44
"1147","2022-01-05","EV.min",0.44
"1148","2022-01-06","EV.min",0.45
"1149","2022-01-07","EV.min",0.16
"1150","2022-01-08","EV.min",0.17
"1151","2022-01-09","EV.min",0.53
"1152","2022-01-10","EV.min",0.54
"1153","2022-01-11","EV.min",0.54
"1154","2022-01-12","EV.min",0.55
"1155","2022-01-13","EV.min",0.56
"1156","2022-01-14","EV.min",0.24
"1157","2022-01-15","EV.min",0.24
"1158","2022-01-16","EV.min",0.63
"1159","2022-01-17","EV.min",0.64
"1160","2022-01-18","EV.min",0.85
"1161","2022-01-19","EV.min",1.39
"1162","2022-01-20","EV.min",1.4
"1163","2022-01-21","EV.min",1.34
"1164","2022-01-21","EV.min",1.34
"1165","2022-01-22","EV.min",1.36
"1166","2022-01-23","EV.min",1.45
"1167","2022-01-24","EV.min",1.69
"1168","2022-01-25","EV.min",2.48
"1169","2022-01-25","EV.min",2.48
"1170","2022-01-25","EV.min",2.48
"1171","2022-01-26","EV.min",2.48
"1172","2022-01-27","EV.min",2.49
"1173","2022-01-28","EV.min",1.9
"1174","2022-01-29","EV.min",1.91
"1175","2022-01-30","EV.min",2.01
"1176","2022-01-31","EV.min",2.19
"1177","2022-01-31","EV.min",2.19
"1178","2022-02-01","EV.min",2
"1179","2022-02-01","EV.min",2
"1180","2022-02-02","EV.min",2.54
"1181","2022-02-02","EV.min",2.54
"1182","2022-02-02","EV.min",2.54
"1183","2022-02-03","EV.min",2.47
"1184","2022-02-03","EV.min",2.47
"1185","2022-02-03","EV.min",2.47
"1186","2022-02-04","EV.min",2.33
"1187","2022-02-04","EV.min",2.33
"1188","2022-02-05","EV.min",2.42
"1189","2022-02-06","EV.min",2.47
"1190","2022-02-07","EV.min",2.48
"1191","2021-10-25","PP.min",34.28
"1192","2021-10-26","PP.min",34.28
"1193","2021-10-27","PP.min",34.28
"1194","2021-10-28","PP.min",34.29
"1195","2021-10-29","PP.min",34.29
"1196","2021-10-30","PP.min",34.29
"1197","2021-10-31","PP.min",34.29
"1198","2021-11-01","PP.min",34.29
"1199","2021-11-02","PP.min",34.29
"1200","2021-11-03","PP.min",34.3
"1201","2021-11-04","PP.min",34.3
"1202","2021-11-05","PP.min",34.3
"1203","2021-11-06","PP.min",34.3
"1204","2021-11-07","PP.min",34.3
"1205","2021-11-08","PP.min",34.3
"1206","2021-11-09","PP.min",34.31
"1207","2021-11-10","PP.min",34.31
"1208","2021-11-11","PP.min",34.31
"1209","2021-11-12","PP.min",35.09
"1210","2021-11-13","PP.min",35.1
"1211","2021-11-14","PP.min",35.1
"1212","2021-11-15","PP.min",35.1
"1213","2021-11-16","PP.min",35.1
"1214","2021-11-17","PP.min",35.1
"1215","2021-11-18","PP.min",35.1
"1216","2021-11-19","PP.min",35.1
"1217","2021-11-20","PP.min",35.1
"1218","2021-11-21","PP.min",35.1
"1219","2021-11-22","PP.min",35.1
"1220","2021-11-23","PP.min",35.1
"1221","2021-11-24","PP.min",35.1
"1222","2021-11-25","PP.min",35.1
"1223","2021-11-26","PP.min",35.1
"1224","2021-11-27","PP.min",35.1
"1225","2021-11-28","PP.min",35.1
"1226","2021-11-29","PP.min",35.1
"1227","2021-11-30","PP.min",35.1
"1228","2021-12-01","PP.min",35.1
"1229","2021-12-02","PP.min",35.1
"1230","2021-12-03","PP.min",35.1
"1231","2021-12-04","PP.min",35.1
"1232","2021-12-05","PP.min",35.1
"1233","2021-12-06","PP.min",35.09
"1234","2021-12-07","PP.min",35.09
"1235","2021-12-08","PP.min",35.09
"1236","2021-12-09","PP.min",35.09
"1237","2021-12-10","PP.min",35.09
"1238","2021-12-11","PP.min",35.08
"1239","2021-12-12","PP.min",35.08
"1240","2021-12-13","PP.min",35.08
"1241","2021-12-14","PP.min",35.07
"1242","2021-12-15","PP.min",35.57
"1243","2021-12-16","PP.min",35.57
"1244","2021-12-17","PP.min",35.56
"1245","2021-12-18","PP.min",35.56
"1246","2021-12-19","PP.min",35.56
"1247","2021-12-20","PP.min",35.4
"1248","2021-12-20","PP.min",35.4
"1249","2021-12-21","PP.min",35.31
"1250","2021-12-22","PP.min",35.12
"1251","2021-12-23","PP.min",34.79
"1252","2021-12-23","PP.min",34.79
"1253","2021-12-23","PP.min",34.79
"1254","2021-12-24","PP.min",34.78
"1255","2021-12-25","PP.min",34.78
"1256","2021-12-26","PP.min",34.41
"1257","2021-12-27","PP.min",34.4
"1258","2021-12-28","PP.min",34.4
"1259","2021-12-29","PP.min",34.39
"1260","2021-12-30","PP.min",34.38
"1261","2021-12-31","PP.min",34.38
"1262","2022-01-01","PP.min",34.37
"1263","2022-01-02","PP.min",34.05
"1264","2022-01-03","PP.min",34.04
"1265","2022-01-04","PP.min",34.04
"1266","2022-01-05","PP.min",34.03
"1267","2022-01-06","PP.min",34.28
"1268","2022-01-07","PP.min",34.29
"1269","2022-01-08","PP.min",34.28
"1270","2022-01-09","PP.min",34.04
"1271","2022-01-10","PP.min",34.03
"1272","2022-01-11","PP.min",34.02
"1273","2022-01-12","PP.min",34.01
"1274","2022-01-13","PP.min",34
"1275","2022-01-14","PP.min",34.39
"1276","2022-01-15","PP.min",34.38
"1277","2022-01-16","PP.min",34.08
"1278","2022-01-17","PP.min",34.07
"1279","2022-01-18","PP.min",33.89
"1280","2022-01-19","PP.min",33.48
"1281","2022-01-20","PP.min",33.47
"1282","2022-01-21","PP.min",33.17
"1283","2022-01-21","PP.min",33.17
"1284","2022-01-22","PP.min",31.53
"1285","2022-01-23","PP.min",31.43
"1286","2022-01-24","PP.min",31.35
"1287","2022-01-25","PP.min",31.72
"1288","2022-01-25","PP.min",31.72
"1289","2022-01-25","PP.min",31.72
"1290","2022-01-26","PP.min",31.71
"1291","2022-01-27","PP.min",31.7
"1292","2022-01-28","PP.min",32.11
"1293","2022-01-29","PP.min",32.1
"1294","2022-01-30","PP.min",31.92
"1295","2022-01-31","PP.min",31.22
"1296","2022-01-31","PP.min",31.22
"1297","2022-02-01","PP.min",31.39
"1298","2022-02-01","PP.min",31.39
"1299","2022-02-02","PP.min",30.13
"1300","2022-02-02","PP.min",30.13
"1301","2022-02-02","PP.min",30.13
"1302","2022-02-03","PP.min",30.31
"1303","2022-02-03","PP.min",30.31
"1304","2022-02-03","PP.min",30.31
"1305","2022-02-04","PP.min",30.36
"1306","2022-02-04","PP.min",30.36
"1307","2022-02-05","PP.min",30.34
"1308","2022-02-06","PP.min",30.26
"1309","2022-02-07","PP.min",30.25
"1310","2021-10-25","PSOE.min",26.75
"1311","2021-10-26","PSOE.min",26.75
"1312","2021-10-27","PSOE.min",26.76
"1313","2021-10-28","PSOE.min",26.76
"1314","2021-10-29","PSOE.min",26.76
